id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
565,15,1,15,"To prevent rollovers in doubles and triples, a driver should:",Make quick steering corrections,Steer gently and go slowly around curves,Apply the trailer brakes in curves,Shift to a higher gear before curves,B,"To prevent rollovers, drivers of doubles and triples should steer gently and reduce speed before entering curves. Abrupt steering inputs and excessive speed are the primary causes of rollovers in combination vehicles.",double-1-q15-to-prevent-rollovers-in-doubles-and-triples-a-driver-should,2026-02-14 23:55:49.853833+00
566,15,1,16,When should you back a triple trailer combination?,Only at very low speeds,Only with a spotter,Only in a straight line,You should never back a triple trailer combination,D,"You should never back a triple trailer combination. It is nearly impossible to control the direction of three trailers while backing. If you must change direction, pull forward or disconnect and reposition the trailers.",double-1-q16-when-should-you-back-a-triple-trailer-combination,2026-02-14 23:55:49.853833+00
567,15,1,17,What is the first step in coupling twin trailers?,Connect the air lines,Secure the second trailer to the first with the converter dolly,Couple the tractor to the first (heavier) trailer,Attach the safety chains,C,"The first step in coupling twin trailers is to couple the tractor to the first trailer, which should be the heavier of the two. This is done using the standard tractor-to-semitrailer coupling procedure.",double-1-q17-what-is-the-first-step-in-coupling-twin-trailers,2026-02-14 23:55:49.853833+00
568,15,1,18,"After connecting the converter dolly to the second trailer and before coupling the dolly to the first trailer, what should you verify?",That the trailer doors are closed,That the dolly fifth wheel is properly coupled to the second trailer kingpin,That the cargo is evenly distributed,That the parking brake on the tractor is set,B,"Before moving the dolly and second trailer into position to couple with the first trailer, you must verify that the dolly fifth wheel is properly locked onto the second trailer kingpin by looking into the back of the fifth wheel.",double-1-q18-after-connecting-the-converter-dolly-to-the-second-trailer-a,2026-02-14 23:55:49.853833+00
569,15,1,19,"When uncoupling twin trailers, what should you do before disconnecting the converter dolly from the first trailer?",Park on a downhill grade,Lower the dolly landing gear and disconnect safety chains,Raise the dolly landing gear,Release all trailer brakes,B,"Before disconnecting the converter dolly from the first trailer, you must lower the dolly landing gear to support the dolly and second trailer, then disconnect the safety chains and air and electrical lines from the first trailer.",double-1-q19-when-uncoupling-twin-trailers-what-should-you-do-before-disc,2026-02-14 23:55:49.853833+00
570,15,1,20,"When coupling a triple trailer combination, in what order should the trailers be arranged from front to rear?","Heaviest, lightest, medium","Lightest, heaviest, medium","Heaviest, medium, lightest",It does not matter as long as all are connected,C,"In a triple combination, the heaviest trailer goes directly behind the tractor, the medium-weight trailer in the middle, and the lightest trailer at the rear. This arrangement minimizes rearward amplification and improves stability.",double-1-q20-when-coupling-a-triple-trailer-combination-in-what-order-sho,2026-02-14 23:55:49.853833+00
571,15,1,21,What component connects the converter dolly to the front trailer in a doubles or triples combination?,Fifth wheel,Pintle hook and ring hitch,Sliding tandem pin,Ball hitch,B,"The converter dolly connects to the front trailer using a pintle hook on the first trailer and a ring hitch (drawbar eye) on the dolly tongue. This connection must be secure, and safety chains must be attached and crossed beneath it.",double-1-q21-what-component-connects-the-converter-dolly-to-the-front-tra,2026-02-14 23:55:49.853833+00
572,15,1,22,"During your pre-trip inspection of a doubles combination, you notice the spare tire on the converter dolly is loose. What should you do?",It is fine as long as it stays on the dolly,Secure the spare tire properly before driving,Remove the spare tire and leave it behind,Place the spare tire inside the trailer,B,"The spare tire on the converter dolly must be properly secured before driving. A loose spare tire could come free during transit, creating a serious road hazard for other vehicles.",double-1-q22-during-your-pre-trip-inspection-of-a-doubles-combination-you,2026-02-14 23:55:49.853833+00
573,15,1,23,How should the air lines between trailers be routed in a doubles or triples combination?,Dragging on the ground for easy inspection,Supported so they do not hang down and become tangled or caught,Wrapped tightly around the dolly frame,Left loose for flexibility,B,"Air lines between trailers should be properly supported so they do not sag, drag on the ground, or become tangled. Damaged or snagged air lines can cause loss of braking ability in the rear trailers.",double-1-q23-how-should-the-air-lines-between-trailers-be-routed-in-a-dou,2026-02-14 23:55:49.853833+00
574,15,1,24,"When connecting glad hands between trailers, what should you check for?",That the glad hands are loosely attached,That the rubber seals are in good condition and connections are secure and free of dirt,That the glad hands are painted the same color,That only one glad hand is connected,B,"When connecting glad hands, verify that rubber seals are in good condition and not cracked or worn. Clean the connections of dirt and debris before coupling. Ensure they are securely fastened to prevent air leaks that could cause brake failure.",double-1-q24-when-connecting-glad-hands-between-trailers-what-should-you,2026-02-14 23:55:49.853833+00
575,15,1,25,What should you do with the electrical cord when coupling trailers in a doubles or triples combination?,Leave it disconnected until needed,Ensure it is firmly seated in the socket and secured,Tape it loosely to the air lines,Connect it only if the trailer has lights,B,"Electrical cords must be firmly seated in their sockets to ensure proper function of trailer lights, turn signals, and brake lights. Loose connections can cause intermittent light failures, which are hazardous and illegal.",double-1-q25-what-should-you-do-with-the-electrical-cord-when-coupling-tr,2026-02-14 23:55:49.853833+00
576,16,2,1,What is the recommended safe following distance for doubles and triples on a dry road at highway speed?,One second for every 10 feet of vehicle length,At least one second for every 10 feet of vehicle length plus an additional second for the extra trailers,The same distance as a passenger car,Two vehicle lengths,B,"Doubles and triples require significantly more stopping distance than single vehicles. You should allow at least one second for every 10 feet of vehicle length, plus an additional second because of the extra trailers. At highway speeds, this means a very large following distance.",double-1-q26-what-is-the-recommended-safe-following-distance-for-doubles,2026-02-14 23:55:49.853833+00
577,16,2,2,"When making a lane change with a doubles or triples combination, you should:",Change lanes quickly to minimize time spent between lanes,"Signal early, check mirrors carefully, and change lanes gradually",Only change lanes on straight roads and never on curves,Use your horn to alert other drivers before changing lanes,B,"When changing lanes with doubles or triples, signal well in advance, check all mirrors carefully for traffic, and make the lane change gradually and smoothly. Quick lane changes cause the crack-the-whip effect and increase the risk of rollover.",double-1-q27-when-making-a-lane-change-with-a-doubles-or-triples-combinat,2026-02-14 23:55:49.853833+00
578,16,2,3,What is the correct procedure for draining the converter dolly air tank?,Drain before each trip and leave the valve open,Drain regularly during inspections and close the valve before driving,Never drain the dolly air tank,Drain only when the air pressure warning light comes on,B,"The converter dolly air tank should be drained regularly during inspections to remove accumulated moisture and oil. However, the drain valve must always be closed before driving to ensure proper air pressure for the dolly brakes.",double-1-q28-what-is-the-correct-procedure-for-draining-the-converter-dol,2026-02-14 23:55:49.853833+00
579,16,2,4,"When parking a doubles combination overnight, what is the proper procedure?",Park on a slight incline and set only the tractor brakes,"Park on level ground, set parking brakes on all units, and chock the wheels if necessary",Disconnect the trailers and park them separately,Leave the engine running with the brakes set,B,"When parking doubles or triples, park on level ground, set the parking brakes on all units including the tractor, trailers, and dolly. Use wheel chocks when necessary, especially on any grade. Ensure the combination is secured against rolling.",double-1-q29-when-parking-a-doubles-combination-overnight-what-is-the-pro,2026-02-14 23:55:49.853833+00
580,16,2,5,What is the 7-step inspection procedure adapted for doubles and triples?,It only applies to single trailers,"The same basic 7-step method used for any commercial vehicle, with additional checks on coupling devices, converter dollies, and all trailer connections",A simplified 3-step check for multiple trailers,An inspection done only at weigh stations,B,"The 7-step inspection method for doubles and triples follows the same basic procedure as for any commercial vehicle but includes additional checks on all coupling devices, converter dollies, safety chains, air and electrical connections between all units.",double-1-q30-what-is-the-7-step-inspection-procedure-adapted-for-doubles,2026-02-14 23:55:49.853833+00
581,16,2,6,Which of the following is TRUE about bridge weight laws for doubles and triples?,Bridge laws do not apply to doubles and triples,Doubles and triples must comply with bridge weight laws which may limit total weight based on axle spacing,Only the tractor weight counts for bridge laws,Bridge laws only apply when crossing bridges over water,B,Doubles and triples must comply with federal and state bridge weight formulas that limit the maximum weight based on the number of axles and the distance between them. Violations can result in fines and being placed out of service.,double-1-q31-which-of-the-following-is-true-about-bridge-weight-laws-for,2026-02-14 23:55:49.853833+00
582,16,2,7,"If you are driving a doubles combination and a tire blows out on the rear trailer, you should:",Brake hard to stop as quickly as possible,"Hold the steering wheel firmly, stay off the brakes, and gradually slow down",Accelerate to maintain control,Immediately pull to the left shoulder,B,"If a tire blows out on any trailer, hold the steering wheel firmly, stay off the brakes to avoid a jackknife, and gradually slow down by releasing the accelerator. Pull off the road to a safe location once you have the vehicle under control.",double-1-q32-if-you-are-driving-a-doubles-combination-and-a-tire-blows-ou,2026-02-14 23:55:49.853833+00
583,16,2,8,Which of the following helps prevent jackknifing in a doubles or triples combination?,Hard braking on wet roads,Keeping the trailers lightly loaded,Avoiding sudden braking and steering inputs,Driving faster than surrounding traffic,C,"Jackknifing is primarily caused by sudden braking or sharp steering movements. To prevent jackknifing in doubles and triples, avoid sudden stops, brake gently and early, maintain a safe following distance, and adjust speed for road conditions.",double-1-q33-which-of-the-following-helps-prevent-jackknifing-in-a-double,2026-02-14 23:55:49.853833+00
584,16,2,9,"When coupling a converter dolly to a second trailer, the dolly air tank should be:",Full of air with the drain valve open,Charged with air and the drain valve closed,Completely empty of air,At half pressure,B,The converter dolly air tank should be properly charged with air and the drain valve must be closed to maintain air pressure. This ensures the dolly brakes function correctly when the combination is in motion.,double-1-q34-when-coupling-a-converter-dolly-to-a-second-trailer-the-doll,2026-02-14 23:55:49.853833+00
585,16,2,10,What happens if you leave the shut-off valves closed on the first trailer of a doubles combination?,"Nothing, they should be closed","Air will not flow to the rear trailer brakes, causing them to not function properly",The front trailer brakes will fail,The tractor engine will stall,B,"If shut-off valves on the first trailer are left closed, air cannot flow to the second trailer, meaning the rear trailer brakes will not receive air pressure and may not function. This creates a dangerous situation with insufficient braking.",double-1-q35-what-happens-if-you-leave-the-shut-off-valves-closed-on-the,2026-02-14 23:55:49.853833+00
586,16,2,11,"When uncoupling the rear trailer of a triples combination, the first step is to:",Disconnect the air and electrical lines from the middle trailer to the converter dolly,Release the dolly fifth wheel latch,Park the combination on level ground and set all brakes,Remove the safety chains first,C,The first step when uncoupling any trailer combination is to park on level ground and set all parking brakes on every unit. This ensures nothing moves during the uncoupling process and prevents accidents.,double-1-q36-when-uncoupling-the-rear-trailer-of-a-triples-combination-th,2026-02-14 23:55:49.853833+00
587,16,2,12,A converter dolly has its own:,Engine and transmission,"Air tank, frame, one or more axles, and fifth wheel",Fuel tank and electrical generator,Cab and steering wheel,B,"A converter dolly consists of a frame, one or more axles with wheels, an air tank, a fifth wheel coupling on top to connect to the trailer above it, and a drawbar with a ring hitch to connect to the pintle hook on the trailer in front.",double-1-q37-a-converter-dolly-has-its-own,2026-02-14 23:55:49.853833+00
588,16,2,13,The pintle hook is located on which part of the combination vehicle?,The front of the converter dolly,The rear of the trailer ahead of the dolly,The front of the tractor,The roof of the trailer,B,"The pintle hook is mounted on the rear of the trailer that is ahead of the converter dolly. The ring hitch on the dolly tongue connects to the pintle hook, forming the coupling between the trailer and the dolly.",double-1-q38-the-pintle-hook-is-located-on-which-part-of-the-combination,2026-02-14 23:55:49.853833+00
589,16,2,14,"At highway speeds, doubles and triples are more likely to roll over than single combination vehicles because:",They weigh more than single trailers,They have more tires on the road,The rearward amplification effect and higher overall center of gravity make them less stable,They have stronger brakes,C,"Doubles and triples are more prone to rollover at highway speeds because rearward amplification magnifies any lateral movement, and the overall combination may have a higher center of gravity. Speed management and gentle steering are essential.",double-1-q39-at-highway-speeds-doubles-and-triples-are-more-likely-to-rol,2026-02-14 23:55:49.853833+00
590,16,2,15,"If you must back a doubles combination, you should:",Back at high speed to keep the trailers straight,Disconnect the rear trailer and back only the tractor and first trailer if possible,"Have two spotters, one at each trailer",Use the trailer brakes to steer while backing,B,"If you must back a doubles combination, the safest approach is to disconnect the rear trailer and back only the tractor and first semitrailer. Backing with two trailers is extremely difficult and should be avoided whenever possible.",double-1-q40-if-you-must-back-a-doubles-combination-you-should,2026-02-14 23:55:49.853833+00
591,16,2,16,What should you inspect on the converter dolly fifth wheel during a pre-trip inspection?,Only that it is painted,"That it is properly greased, not cracked or broken, and the locking mechanism is secure",That it is loose enough to allow turning,Only the mounting bolts,B,"During pre-trip inspection, check that the converter dolly fifth wheel is properly greased, not cracked, broken, or missing parts, and that the locking mechanism securely holds the trailer kingpin. Look into the back of the fifth wheel to verify the lock.",double-1-q41-what-should-you-inspect-on-the-converter-dolly-fifth-wheel-d,2026-02-14 23:55:49.853833+00
592,16,2,17,What is the danger of improperly crossed or unsecured safety chains on a converter dolly?,The dolly may vibrate excessively,"If the pintle hook connection fails, the dolly tongue could drop to the ground causing loss of control",The trailer lights will not work,The air brakes will not release,B,"Safety chains must be properly crossed under the dolly tongue and securely attached. If the pintle hook fails and the safety chains are not properly secured, the dolly tongue will drop to the road surface, causing loss of control and a potential catastrophic accident.",double-1-q42-what-is-the-danger-of-improperly-crossed-or-unsecured-safety,2026-02-14 23:55:49.853833+00
593,16,2,18,"When coupling a triple trailer combination, after coupling the tractor to the first trailer, what is the next step?",Connect the third trailer to the second trailer,Couple the second trailer to the first using a converter dolly,Drive forward to test the coupling,Load the first trailer,B,"After coupling the tractor to the first (heaviest) trailer, the next step is to couple the second trailer to the first using a converter dolly. Once the doubles combination is complete and checked, you then couple the third (lightest) trailer.",double-1-q43-when-coupling-a-triple-trailer-combination-after-coupling-th,2026-02-14 23:55:49.853833+00
594,16,2,19,Why is it important to test the trailer brakes individually when inspecting a doubles or triples combination?,To check fuel consumption,To ensure each trailer unit has working brakes and can stop independently if needed,To verify the speedometer is accurate,To warm up the engine,B,"Testing each trailer brake individually during inspection ensures that every unit in the combination has properly functioning brakes. A trailer with failed brakes adds weight without stopping power, greatly increasing stopping distance and accident risk.",double-1-q44-why-is-it-important-to-test-the-trailer-brakes-individually,2026-02-14 23:55:49.853833+00
595,16,2,20,"When driving doubles or triples in strong crosswinds, you should:",Speed up to push through the wind,Reduce speed and maintain a firm grip on the steering wheel,Open the trailer doors to reduce wind resistance,Move to the left lane for more room,B,"Strong crosswinds are particularly dangerous for doubles and triples because of their large surface area and multiple pivot points. Reduce speed, hold the steering wheel firmly, and be prepared for sudden gusts, especially when exiting tunnels or passing large vehicles.",double-1-q45-when-driving-doubles-or-triples-in-strong-crosswinds-you-sho,2026-02-14 23:55:49.853833+00
596,16,2,21,What should you check regarding the glad hands before starting a trip with doubles or triples?,That they are a matching color,That they are properly connected with no air leaks and the rubber seals are not damaged,That they are brand new,That they are disconnected for safety,B,"Before every trip, check that all glad hand connections between units are properly sealed and secure with no air leaks. Damaged rubber seals must be replaced. Air leaks at glad hands can cause gradual loss of braking in rear trailers.",double-1-q46-what-should-you-check-regarding-the-glad-hands-before-starti,2026-02-14 23:55:49.853833+00
597,16,2,22,"During an emergency stop with a doubles or triples combination, what should you be most concerned about?",Running out of fuel,Jackknifing or trailer swing due to the multiple pivot points in the combination,Damage to the cargo,The radio falling off the dash,B,"During an emergency stop with doubles or triples, the multiple pivot points between units make the combination highly susceptible to jackknifing and trailer swing. Brake firmly but controlled, avoid locking wheels, and steer to maintain a straight path if possible.",double-1-q47-during-an-emergency-stop-with-a-doubles-or-triples-combinati,2026-02-14 23:55:49.853833+00
598,16,2,23,What is the purpose of the converter dolly in a doubles or triples combination?,To carry extra fuel for long trips,To convert a semitrailer into a full trailer so it can be towed behind another trailer,To generate electrical power for trailer lights,To provide additional engine power,B,"A converter dolly converts a semitrailer into a full trailer by providing a fifth wheel coupling and its own axle with wheels. This allows the semitrailer to be towed behind another trailer, creating a doubles or triples combination.",double-1-q48-what-is-the-purpose-of-the-converter-dolly-in-a-doubles-or-t,2026-02-14 23:55:49.853833+00
599,16,2,24,"When going down a steep grade with a doubles or triples combination, you should:",Use a lower gear and apply brakes intermittently using proper braking technique,Ride the brakes continuously to maintain a steady speed,Shift into neutral to save fuel,Apply only the trailer brakes,A,"When descending a steep grade with doubles or triples, use a low gear selected before the descent and apply brakes using the proper snub braking technique: apply brakes to reduce speed, release to allow cooling, then repeat. Continuous braking causes brake fade.",double-1-q49-when-going-down-a-steep-grade-with-a-doubles-or-triples-comb,2026-02-14 23:55:49.853833+00
600,16,2,25,What is the correct order to connect air lines when coupling a converter dolly to a trailer?,"Connect the emergency (supply) line first, then the service line","Connect the service line first, then the emergency line",Connect both at exactly the same time,Only the service line needs to be connected,A,"When coupling a converter dolly, connect the emergency (supply) air line first. This charges the trailer air tank and releases the emergency brakes. Then connect the service line. This order ensures the trailer brakes are properly supplied with air.",double-1-q50-what-is-the-correct-order-to-connect-air-lines-when-coupling,2026-02-14 23:55:49.853833+00
601,17,1,1,What is liquid surge?,The movement of liquid in a partially filled tank,The pressure buildup in a sealed tank,The rate at which liquid is pumped into a tank,The temperature change of liquid during transport,A,"Liquid surge is the movement of liquid inside a partially filled tank. As the vehicle brakes, turns, or changes speed, the liquid moves and pushes against the walls of the tank, affecting vehicle handling and stability.",tank-1-q1-what-is-liquid-surge,2026-02-14 23:56:04.15477+00
602,17,1,2,What effect can side-to-side surge have on a tanker vehicle?,Increased fuel efficiency,Tire blowouts,Rollover,Engine overheating,C,"Side-to-side surge can cause a tanker to roll over. When liquid surges to one side during a turn or lane change, it shifts the center of gravity and can tip the vehicle over, especially on curves.",tank-1-q2-what-effect-can-side-to-side-surge-have-on-a-tanker-vehicle,2026-02-14 23:56:04.15477+00
603,17,1,3,What is the primary danger of forward-and-back surge?,It causes the tank to leak,It pushes the truck forward through intersections when stopping,It damages the tank baffles,It increases tire wear,B,"Forward-and-back surge pushes the truck forward when you are trying to stop. The liquid continues moving forward due to inertia after braking begins, which can push the vehicle into an intersection or into the vehicle ahead.",tank-1-q3-what-is-the-primary-danger-of-forward-and-back-surge,2026-02-14 23:56:04.15477+00
604,17,1,4,Why should you never fill a tank completely full?,To save money on product,To reduce vehicle weight,Liquid expands as it warms and needs room for expansion (outage),To allow space for the pump mechanism,C,"You should never fill a tank completely full because liquids expand as they warm. The empty space left in the tank, called outage, allows room for this expansion. Without outage, pressure buildup could damage the tank or cause leaks.",tank-1-q4-why-should-you-never-fill-a-tank-completely-full,2026-02-14 23:56:04.15477+00
605,17,1,5,What is outage?,The amount of time a tanker is out of service,The empty space left in a tank to allow for liquid expansion,The distance between the tanker and the vehicle ahead,The amount of liquid lost during transport,B,"Outage is the empty space intentionally left in a tank to allow for liquid expansion. As liquids warm during transport, they expand, and without adequate outage the tank could rupture or overflow.",tank-1-q5-what-is-outage,2026-02-14 23:56:04.15477+00
606,17,1,6,What are baffles in a tank vehicle?,External supports that hold the tank in place,Internal walls with holes that allow liquid to flow through but reduce surge,Devices that measure the amount of liquid in the tank,Valves used to load and unload the tank,B,Baffles are internal walls inside a tank that have holes (openings) at the top and bottom to allow liquid to flow through. They help reduce the forward-and-back surge of liquid but do not prevent side-to-side surge.,tank-1-q6-what-are-baffles-in-a-tank-vehicle,2026-02-14 23:56:04.15477+00
607,17,1,7,Baffled tanks reduce which type of surge?,Side-to-side surge,Forward-and-back surge,Both side-to-side and forward-and-back surge,Neither type of surge,B,"Baffles reduce forward-and-back surge by breaking the tank into sections. However, because the baffles have holes that allow liquid to pass through, they do not prevent side-to-side surge. Drivers must still be cautious on curves and turns.",tank-1-q7-baffled-tanks-reduce-which-type-of-surge,2026-02-14 23:56:04.15477+00
608,17,1,8,Why are smooth bore (unbaffled) tanks required for hauling food-grade liquids like milk?,They are lighter in weight,Sanitation regulations require them because baffles are difficult to clean,They reduce surge more effectively,They are cheaper to manufacture,B,"Smooth bore tanks are required for food-grade products like milk because sanitation regulations prohibit baffles. Baffles create areas that are extremely difficult to clean and sanitize, which could lead to bacterial contamination of food products.",tank-1-q8-why-are-smooth-bore-unbaffled-tanks-required-for-hauling-foo,2026-02-14 23:56:04.15477+00
609,17,1,9,Which type of tank has the strongest forward-and-back surge?,Baffled tanks,Compartmented tanks,Smooth bore (unbaffled) tanks,Pressurized tanks,C,Smooth bore (unbaffled) tanks have the strongest forward-and-back surge because there are no internal walls to slow the movement of liquid. Drivers of smooth bore tankers must be especially careful when braking and stopping.,tank-1-q9-which-type-of-tank-has-the-strongest-forward-and-back-surge,2026-02-14 23:56:04.15477+00
610,17,1,10,What are bulkheads in a tank vehicle?,Holes in the baffles that allow liquid to pass through,Dividers that separate a tank into completely separate compartments,External bracing on the tank shell,The rounded ends of the tank,B,"Bulkheads are solid dividers that separate a tank into completely separate compartments. Unlike baffles, bulkheads do not have holes, so each compartment holds its own separate load. Drivers must pay attention to weight distribution when loading compartmented tanks.",tank-1-q10-what-are-bulkheads-in-a-tank-vehicle,2026-02-14 23:56:04.15477+00
611,17,1,11,Why is weight distribution important when loading a compartmented tank?,To prevent the tank from rusting,Uneven weight distribution can cause poor handling and put too much stress on axles,To make unloading faster,To increase fuel efficiency,B,"Proper weight distribution in compartmented tanks is critical. An improperly loaded tank can put too much weight on some axles and too little on others, leading to poor handling, excessive tire wear, and potential violations of axle weight limits.",tank-1-q11-why-is-weight-distribution-important-when-loading-a-compartm,2026-02-14 23:56:04.15477+00
612,17,1,12,Why do tanker vehicles have a high center of gravity?,Because the engine is mounted high,Because the liquid cargo is carried high above the ground in the tank,Because of the heavy frame rails,Because of the oversized tires,B,"Tanker vehicles have a high center of gravity because the liquid cargo is carried in a tank mounted high above the road surface. This high center of gravity makes tankers more prone to rollovers, especially on curves and during sudden maneuvers.",tank-1-q12-why-do-tanker-vehicles-have-a-high-center-of-gravity,2026-02-14 23:56:04.15477+00
613,17,1,13,What does a high center of gravity mean for tanker vehicle handling?,The vehicle is easier to steer,The vehicle has better traction,The vehicle is more likely to roll over,The vehicle stops more quickly,C,"A high center of gravity means the vehicle is more likely to roll over, especially when turning, changing lanes, or driving on curves. Tanker drivers must drive at reduced speeds in curves and avoid sudden steering movements to reduce rollover risk.",tank-1-q13-what-does-a-high-center-of-gravity-mean-for-tanker-vehicle-h,2026-02-14 23:56:04.15477+00
614,17,1,14,"When inspecting a tank vehicle, which of the following should you check?","Leaks, special equipment, and emergency shutoff devices",Only the tires and brakes,Just the fluid level inside the tank,Only the rearview mirrors,A,"When inspecting a tank vehicle, you should check for leaks from the tank and fittings, verify that special equipment such as vapor recovery kits is in place, and ensure emergency shutoff devices are working properly, in addition to performing a standard pre-trip inspection.",tank-1-q14-when-inspecting-a-tank-vehicle-which-of-the-following-should,2026-02-14 23:56:04.15477+00
615,17,1,15,What is the safest way to drive a tanker through a curve?,Accelerate through the curve to maintain traction,Drive at or slightly above the posted speed limit,Slow down to well below the posted speed limit before entering the curve,Brake hard while in the curve,C,You should slow down to well below the posted speed limit before entering a curve. Tests have shown that tankers can roll over at the posted speed limit for a curve. Slowing down before the curve and maintaining a steady speed through it is the safest approach.,tank-1-q15-what-is-the-safest-way-to-drive-a-tanker-through-a-curve,2026-02-14 23:56:04.15477+00
616,17,1,16,Tests have shown that tankers can overturn at what speed on curves?,Only at double the posted speed limit,At speeds well below the posted speed limit,At the posted speed limit for the curve,Only at speeds over 70 mph,C,"Tests have shown that tankers can overturn at the posted speed limit for a curve. This is why tanker drivers should always take curves well below the posted speed, especially when the tank is partially loaded and surge effects are strongest.",tank-1-q16-tests-have-shown-that-tankers-can-overturn-at-what-speed-on,2026-02-14 23:56:04.15477+00
617,17,1,17,What endorsement is required to drive a tank vehicle?,H endorsement,P endorsement,N endorsement (tanker endorsement),S endorsement,C,"The N endorsement (tanker endorsement) is required to drive a tank vehicle designed to transport liquid or gaseous materials in a tank or tanks with an individual capacity of more than 119 gallons and an aggregate capacity of 1,000 gallons or more.",tank-1-q17-what-endorsement-is-required-to-drive-a-tank-vehicle,2026-02-14 23:56:04.15477+00
618,17,1,18,At what aggregate capacity is a tanker endorsement required?,500 gallons or more,"1,000 gallons or more","2,000 gallons or more","5,000 gallons or more",B,"A tanker endorsement is required when the vehicle is designed to transport liquid or gaseous materials in a tank with an aggregate rated capacity of 1,000 gallons or more. Individual tank capacities of more than 119 gallons count toward the 1,000-gallon aggregate.",tank-1-q18-at-what-aggregate-capacity-is-a-tanker-endorsement-required,2026-02-14 23:56:04.15477+00
619,17,1,19,"What individual tank capacity counts toward the 1,000-gallon aggregate for the tanker endorsement?",Over 50 gallons,Over 100 gallons,Over 119 gallons,Over 200 gallons,C,"Individual tank capacities of more than 119 gallons count toward the 1,000-gallon aggregate that requires a tanker endorsement. Smaller tanks of 119 gallons or less are not counted when determining if the tanker endorsement is needed.",tank-1-q19-what-individual-tank-capacity-counts-toward-the-1000-gallon,2026-02-14 23:56:04.15477+00
620,17,1,20,What is an X endorsement on a CDL?,An endorsement for extra-long vehicles,A combined tanker and hazardous materials endorsement,An endorsement for driving in extreme weather,An endorsement for transporting explosives only,B,"The X endorsement is a combined endorsement that covers both tanker (N) and hazardous materials (H) requirements. A driver with an X endorsement is authorized to drive a tank vehicle carrying hazardous materials, rather than needing separate N and H endorsements.",tank-1-q20-what-is-an-x-endorsement-on-a-cdl,2026-02-14 23:56:04.15477+00
621,17,1,21,Why is stopping distance increased for tanker vehicles?,Because tankers have smaller brakes,Because liquid surge pushes the vehicle forward even after braking,Because tankers have fewer axles,Because tanker tires are narrower,B,Stopping distance is increased for tanker vehicles because liquid surge continues to push the vehicle forward even after the brakes are applied. The weight of the liquid moving toward the front of the tank adds momentum and makes it harder to stop quickly.,tank-1-q21-why-is-stopping-distance-increased-for-tanker-vehicles,2026-02-14 23:56:04.15477+00
622,17,1,22,Which loading condition creates the most dangerous surge effect?,A completely full tank,A completely empty tank,A partially loaded tank,A tank with baffles,C,"A partially loaded tank creates the most dangerous surge effect because the liquid has the most room to move around. A full tank has little room for liquid movement, and an empty tank has no liquid to surge. Partially loaded smooth bore tanks are especially dangerous.",tank-1-q22-which-loading-condition-creates-the-most-dangerous-surge-eff,2026-02-14 23:56:04.15477+00
623,17,1,23,How should a tanker driver handle wet roads?,Drive at normal highway speed,Reduce speed significantly and increase following distance,Use cruise control to maintain steady speed,Drive in the left lane for better visibility,B,"On wet roads, tanker drivers should reduce speed significantly and increase following distance. Wet roads reduce traction, and combined with the effects of liquid surge and a high center of gravity, tankers are even more susceptible to skidding and rollovers in wet conditions.",tank-1-q23-how-should-a-tanker-driver-handle-wet-roads,2026-02-14 23:56:04.15477+00
624,17,1,24,What is the proper braking technique for a tanker vehicle?,Brake hard and fast at the last moment,"Use steady, controlled braking pressure and brake early",Pump the brakes rapidly at all times,"Only use the engine brake, never the service brakes",B,"The proper braking technique for a tanker is to apply steady, controlled braking pressure and begin braking earlier than you would in a non-tanker vehicle. Hard or sudden braking can cause liquid surge that pushes the vehicle forward and may result in a jackknife or loss of control.",tank-1-q24-what-is-the-proper-braking-technique-for-a-tanker-vehicle,2026-02-14 23:56:04.15477+00
625,17,1,25,What happens if you brake too hard in a smooth bore tanker?,The baffles absorb the impact,"The liquid surges forward with great force, pushing the truck and possibly causing a skid or jackknife",The tank automatically releases pressure,Nothing different from a regular truck,B,"Braking too hard in a smooth bore tanker causes the liquid to surge forward with great force because there are no baffles to slow it down. This forward surge pushes the truck, making it very difficult to stop and potentially causing a skid or jackknife.",tank-1-q25-what-happens-if-you-brake-too-hard-in-a-smooth-bore-tanker,2026-02-14 23:56:04.15477+00
626,18,2,1,What emergency equipment should be checked during a tanker vehicle inspection?,Only a fire extinguisher,"Emergency shutoff systems, fire extinguisher, and spill containment equipment",Just the CB radio,Only the reflective triangles,B,"During a tanker vehicle inspection, you should check emergency shutoff systems, fire extinguisher(s), and spill containment equipment in addition to standard emergency equipment like reflective triangles. All emergency equipment must be in good working condition.",tank-1-q26-what-emergency-equipment-should-be-checked-during-a-tanker-v,2026-02-14 23:56:04.15477+00
627,18,2,2,How often must a tanker endorsement be renewed?,Every year,Every 2 years,"When the CDL is renewed, typically every 4 to 5 years depending on the state","Only once, it never expires",C,"A tanker endorsement must be renewed when the CDL is renewed, which is typically every 4 to 5 years depending on the state. Drivers may need to pass a knowledge test again at renewal time depending on state requirements.",tank-1-q27-how-often-must-a-tanker-endorsement-be-renewed,2026-02-14 23:56:04.15477+00
